first,[fE:st],"adv.首先, 最初, 第一(列举条目等用), 优先//adj.第一的//num.第一(个)//n.开始, 第一, (比赛)冠军"
first aid,[],n.(对伤患者的)急救
first of all,[],adv.首先
fish,[fiF],"n.鱼, 鱼肉, 鱼类, 接合板//vt.钓, 钓鱼, 查出, 用接合板连接//vi.捕鱼, 钓鱼, 用钩捞取, 间接探听, 拉摸索寻找"
fishing net,[],n.渔网
fist,[fist],"n.拳头, 手, 抓住, 抓牢//vt.拳打, 握成拳, 紧握"
fit,[fit],"n.突然发作, 适合, 痉挛, 一阵//adj.合适的, 恰当的, 健康的, ,准备好的//vt.适合, 安装, 使合身, 使适应, 使合格//vi.适合, 符合"
fitting,[5fitiN],"adj.适合的, 相称的, 适宜的//n.试穿, 试衣, 装配, 装置"
five,[faiv],"num.五, 五个(人或物)//n.五个一组, <口>五厘息金的证券"
fix,[fiks],"vt.使固定, 装置, 修理, 准备, 安装, 凝视, 整理, 牢记//vi.固定, 注视, 决定, 选定, 确定//n.困境, 方位, 贿赂"
fix up,[],"v.安排, 修补, 修理, 解决, 商妥"
fixture,[5fikstFE],"n.固定设备, 预定日期, 比赛时间, [机]装置器, 工作夹具"
flag,[flAg],"n.旗, 标记//v.标记"
flaming,[5fleimiN],"adj.燃烧的, 热烈的, 色彩鲜明的, 熊熊的, 灼热的, 火红的, 惊人的"
flash,[flAF],"[计]Macromedia 公司开发的动画编辑工具//n.闪光, 闪现, 一瞬间//vi.闪光, 闪现, 反射, 使迅速传便//vt.使闪光, 反射//adj.闪光的, 火速的"
flat,[flAt],"adj.平坦的, 扁平的, 单调的, 倒下的, 浅的, 干脆的, 无聊的, 无力的//adv.平直地, 仰卧地, 恰恰, 正好, 断然地//n.平面, 平地, 一层, 公寓//v.(使)变平, (使)降半音"
flesh,[fleF],"n.肉, (供食用的)兽肉, 肉体, 肉欲, 果肉, 蔬菜的嫩部, 亲属, 人体//vt.以肉喂(猎犬等), 使肥, 赋以血肉//vi.长胖"
flight,[flait],"n.飞行, 逃走, 飞跃, 飞机的航程, 班机, 追逐, 楼梯的一段, 射程//vi.成群飞行, 迁徙//vt.射击(飞禽), 使惊飞"
flightless,[5flaitlis],adj.不能飞的
float,[flEut],"n.漂流物, 浮舟, 漂浮, 浮萍, 彩车//vi.浮动, 飘浮, 散播, 摇摆, 漂浮, 动摇(计划等)付诸实行//vt.使漂浮, 容纳, 淹没, 发行, 实行, 用水注满"
flood,[flQd],"n.洪水, 水灾, (因雨)涨潮, [诗]水//vt.淹没, 使泛滥, 注满, 充满//vi.被水淹, 溢出, 涌进, 喷出, 涌出"
floor,[flC:; flCE],"n.(房间, 走廊等的)地面, 地板, 基底, (室内的)场地, 层, 海底, 议员席//vt.在...上铺(地板), 击倒, (被困难)难倒"
flour,[5flauE],n.面粉
flow,[flEu],"n.流程, 流动, (河水)泛滥, 洋溢//vi.流动, 涌流, 川流不息, 飘扬//vt.溢过, 淹没"
flower,[5flauE],"n.花, 开花的植物, 花卉, 精华, 盛时//vi.开花, 旺盛, 成熟//vt.用花装饰, 使开花"
fly,[flai],"n.苍蝇, 两翼昆虫, 飞行//vi.飞翔, 飘扬, 溃逃//vt.飞越, 使飘扬, 逃脱//adj.机敏的, 敏捷的"
fold,[fEuld],"n.折, 羊栏, 折痕, 信徒//vt.折叠, 包, 合拢, 抱住, 笼罩, 调入, 交迭//vi.折叠起来, 彻底失败"
folk,[fEuk],"n.人们, 亲属(复数), 民族//adj.民间的"
follow,[5fClEu],"vt.跟随, 追随, 沿...而行, 理解, 遵循, 从事, 追求, 注视//vi.跟随, 接着//n.跟随, 追随"
fond,[fCnd],"adj.[只作表语]喜爱的, 多情的, 喜欢的, 宠爱的, 温柔的"
food,[fu:d],"n.食物, 养料"
fool,[fu:l],"n.愚人, 白痴, 莽汉, 受骗者, 奶油拌水果//vt.愚弄, 欺骗, 浪费//vi.干傻事, 开玩笑, 游荡//adj.傻的"
foolish,[5fu:liF],"adj.愚蠢的, 傻的, 笨的, 卤莽的, 可爱的"
foot,[fut],"n.足, 底部, 英尺, 音步(英诗), 步调, 步兵, 末尾//vt.走在...上, 支付, 给...换底, 结算//vi.步行, 跳舞, 总计"
football,[5futbC:l],"n.足球, 橄榄球"
for,[fC:; fE],"prep.(表示目的)为了, 因为, 至于, 对于, 适合于//conj.因为"
for a while,[],adv.暂时
for ever,[],"adv.永远, 总是"
for example,[],adv.例如
for free,[],adv.免费
for one thing,[],adv.首先
forbid,[fE5bid],"vt.禁止, 不许//v.禁止"
force,[fC:s],"n.力量, 武力, 精力, 魄力, 势力, 暴力, [复]军队, 影响力//vt.强制, 强加, (用武力)夺取, 促使, 推动, 施加压力"
foreign,[5fCrin],"adj.外国的, 外交的, 外国产的, 外来的, [医]异质的, 不相关的"
foresee,[fC:5si:],"vt.预见, 预知"
forest,[5fCrist],"n.森林, 林木, <英>御猎场//adj.森林的, 住在森林中的//vt.植树于"
forever,[fE5revE],"adv.永远, 永恒, 永久, 常常, 始终"
forget,[fE5get],"vt.忘记, 忽略//vi.忘记, 忘形, 忘乎所以"
forgive,[fE5giv],"vt.原谅, 饶恕, 宽免(某人)之债务"
fork,[fC:k],"n.叉, 耙, 叉形物, 餐叉"
form,[fC:m],"n.形状, 形态, 外形, 表格, 形式//v.形成, 构成, 排列, (使)组成"
former,[5fC:mE],"adj.从前的, 以前的//n.形成者, 创造者, 模型, 样板"
forth,[fC:W],"adv.往前, 向外"
fortnight,[5fC:tnait],n.两星期
fortunate,[5fC:tFEnit],"adj.幸运的, 幸福的"
fortunately,[5fC:tFEnEtli],adv.幸运地
fortune,[5fC:tFEn],"n.财富, 运气, 大量财产, 好运, 命运//vt.<古>偶然发生//vt.给...以大宗财富"
forty,[5fC:ti],"num.四十, 40//n.四十岁"
forward,[5fC:wEd],"adj.早的, 迅速的, 前进的//vt.转寄, 促进, 运送//adv.向前地, 向将来//n.[体](足球等)前锋"
found,[faund],"v.建立, 创立, 创办, 使有根据, 铸造, 熔制"
fountain,[5fauntin],"n.泉水, 喷泉, 源泉"
four,[fC:],"num.四, 四个, 第四(卷,章,叶等)? 熔制"
fox,[fC:ks],"n.狐狸, 狐皮, 狡猾的人//vi.奸狡地行动, 变酸//vt.使变酸, 使生黄斑"
fragile,[5frAdVail],"adj.易碎的, 脆的"
franc,[frANk],n.法郎
free,[fri:],"adj.自由的, 大方的, 免费的, 免税的, 丰富的, 空闲的//vt.释放, 使自由//adv.自由地, 免费"
free of charge,[],n.免费
freedom,[5fri:dEm],"n.自由, 自主, 直率, 特权"
freely,[5fri:li],"adv.自由地, 直率地"
freeway,[5fri:wei],n.高速公路
freeze,[fri:z],"v.(使)结冰, (使)冷冻, 冻结"
freezing,[5fri:ziN],"adj.冰冻的, 严寒的, 冷冻用的"
frequent,[5fri:kwEnt],"adj.时常发生的, 频繁的"
frequently,[5fri:kwEntli],"adv.常常, 频繁地//n.经常地"
fresh,[freF],"adj.新鲜的, 无经验的, 生的, 冒失的, 鲜艳的//adv.最新地, 刚刚//n.开始, 泛滥"
fridge,[fridV],n.电冰箱
friend,[frend],"n.朋友, 赞助者, 助手"
friendly,[5frendli],"adj.友好的, 友谊的"
friendship,[5frendFip],"n.友谊, 友好"
frighten,[5fraitn],vt.使惊吓//vi.惊恐
frog,[frCg],n.青蛙//vi.捕蛙
from,[frCm; frEm; frm],"prep.从, 今后, 来自, 由于"
from generation to generation,[],一代一代；世世代代
from now on,[],adv.从现在开始
from then on,[],从那时起
from time to time,[],adv.有时
from...to...,[],从…到…
front,[frQnt],"n.前面, 开头, 前线, (政治上的)阵线, 态度, 外表//vt.面对, 朝向, 对付//vi.朝向"
fruit,[fru:t],"n.水果, 果实, 果类, 成果//vi.结果实"
fry,[frai],"n.油炸食物, 油炸锅, 鱼苗, 鱼秧//v.油炸, 油煎"
fuel,[fjuEl],"n.燃料//vt.加燃料, 供以燃料//vi.得到燃料"
full,[ful],"n.全部, 完整//adj.充满的, 完全的, 丰富的, 完美的, 详尽的, 丰满的//adv.完全地, 整整, 十分//vt.把衣服缝得宽大"
fully,[5fuli],"adv.充分地, 完全地, 足足, 至少"
fun,[fQn],"n.娱乐, 玩笑, 嬉笑, 有趣的人或事物//vi.开玩笑//adj.供娱乐用的"
fun-loving,[],爱开玩笑的
funny,[5fQni],"adj.有趣的, 好笑的, 滑稽的, 奇异的, 古怪的//n.滑稽人物"
fur,[fE:],"n.毛皮, 毛, 软毛"
furniture,[5fE:nitFE],"n.家具, 设备, 储藏物"
further,[5fE:TE],"adj.更远的, 更多的, 深一层的//vt.促进, 增进, 助长//adv.更进一步地, 更远地, 此外"
further education,[],进修
future,[5fju:tFE],"n.未来, 将来, 前途, 远景//adj.未来的, 将来的"
gain,[gein],"n.财物的增加, 财富的获取, 利润, 腰槽, 收获//vt.得到, 增进, 赚到, 开腰槽于//vi.获利, 增加"
game,[geim],"n.比赛, 游戏, 竞赛, [复]运动会, 玩耍, 比分, 比赛规则, 策略//vi.赌博//adj.勇敢的, 有胆量的, 关于野味的, 跛的"
gap,[gAp],"n.缺口, 裂口, 间隙, 缝隙, 差距, 隔阂"
garage,[5gArB:(d)V],"n.汽车间, 修车厂, 车库//v.放入车库"
garden,[5gB:dn],"n.(菜、花)园, 花园"
gardening,[5gB:dniN],"n.园艺, 造园, 造园术, 园林工人的工作"
gas,[gAs],"n.气体, 煤气, 毒气, 汽油, [矿]瓦斯//abbr.[军] Gunners Auxiliary-Sight, 炮长辅助瞄准镜"
gate,[geit],n.大门
gather,[5gATE],"n.集合, 聚集//vi.集合, 聚集, 渐增, 蹙眉, 化脓//vt.使聚集, 搜集, 积聚, 推断"
gay,[gei],"adj.欢迎的, <美俚>同性恋的, 放荡的, 快乐的//n.<美俚> 同性恋者, 尤指男性同性者"
general,[5dVenErEl],"n.普通, 将军, 概要//adj.一般的, 普通的, 综合的, 概括的, 全面的, 大体的//n.常规"
general idea,[],大意
generally,[5dVenErEli],"adv.一般, 通常, 一般地"
generally speaking,[],adv.一般而言
generation,[7dVenE5reiFEn],"n.产生, 发生, 一代, 一代人"
gentle,[5dVentl],"adj.温和的, 文雅的"
gentleman,[5dVentlmEn],"n.阁下, 先生, 有身分的人, 绅士,男厕所, 男盥洗室"
gently,[5dVentli],"adv.轻轻地, 逐渐地"
geography,[dVi5CgrEfi; 5dViCg-],"n.地理学, 地理"
gesture,[5dVestFE],"n.姿态, 手势, 表示//v.作手势, 以手势表示"
get,[get],"vt.获得, 变成, 收获, 使得, 挣得, 受到(惩罚,打击等), 染上, 抓住//vi.到达, 成为, 变得//n.生殖, 幼兽"
get along (with),[],(与人)和睦相处；(事情)进展
get away,[],"v.逃脱, 离开, 把...送走"
get back,[],"v.回来, 恢复, 找回(失物等), 上台重新(执政)"
get close to,[],接近
get down,[],"v.(从...)下来, 吞下, 写下, 使沮丧"
get down to,[],v.开始认真考虑
get in,[],"v.进入, 到达, 收获, 插入, 陷入"
get in touch with,[],和...取得联系
get into the habit of,[],v.养成...的习惯
get married,[],结婚
get off,[],"v.下来, 脱下, 出发, 被容忍, 动身, 开始"
get on,[],"v.生活, 融洽相处, 进展, (使)前进, <口> 赶快, 发迹, 进展"
get on with sb.,[],与某人相处
get rid of,[],"v.摆脱, 除去"
get through,[],"v.到达, 做完, 通过, 度过, 打通"
get together,[],"v.聚集, 收集, 积累"
get up,[],v.起床
gift,[gift],"n.赠品, 礼物, 天赋, 才能"
gifted,[5giftid],adj.有天才的
girl,[gE:l],"n.女孩, 少女, 女仆, (商店等的)女工作人员"
girlfriend,[5gE:lfrend],n.女朋友
give,[giv],"n.弹性, 可弯性//vt.给, 授予, 供给, 献出, 让步, 引起, 发表, 捐助//vi.捐赠, 让步"
give a talk,[],做报告；做讲演
give advice,[],"劝告, 忠告"
give back,[],"v.归还, 恢复, 后退, 反射(声、光等), 发表, 捐助"
give birth to,[],v.产生
give in,[],"v.投降, 屈服, 让步, 交上, 宣布"
give off,[],v.发出(蒸汽、光等)，长出（枝、杈等）
give out,[],"v.分发, 发出(气味、热等), 发表, 用尽, 精疲力竭"
give up,[],"v.放弃(念头、希望等), 停止, 抛弃, 认输, 把...送交, <口>对...绝望(=give up)"
glad,[glAd],"adj.高兴的, 乐意的, 感到高兴的"
glance,[glB:ns],"vi.扫视, 匆匆一看//n.一瞥, 眼光, 匆匆一看"
glass,[glB:s],"n.玻璃, 玻璃制品, 玻璃杯, 镜子, 眼镜, 望远镜, 气压计, 晴雨表//vt.装玻璃于, 反映//vi.成玻璃状"
glasshouse,[5glB:shaus],"n.暖房, 玻璃厂"
globe,[glEub],"n.球体, 地球仪, 地球, 世界"
glove,[glQv],n.手套//vt.戴手套
go,[gEu],"vi.离去, 走, 进行, 变成, 趋于, 达到, 求助于, 诉诸//vt.以...打赌, 忍受, 出产//n.去, 进行"
go against,[],"v.反对, 违反, 不利于"
go ahead,[],v.前进
go away,[],"v.走开, <口>作祈使句, 别傻了!"
go back,[],v.回去
go bad,[],(食物)变坏；坏掉
go by,[],"v.(从...旁)走过, 依照, 顺便走访"
go fishing\shopping,[],(去)钓鱼\买东西
go for a walk,[],v.散步
go home,[],v.回家
go off,[],"v.离开, 去世, 消失, 睡去, 爆炸, 被发射, 进行, 变质"
go on,[],"v.继续下去, 过去, 发生, 依靠, 接近, 进行, 依据"
go on doing sth.,[],继续做某事，不停地干某事
go on with one's work,[],继续…
go out,[],"v.出去, 熄灭, 过时, 罢工, 向往, 辞职, 倒塌"
go over,[],"v.(渡过...)转变, (对...进行)仔细检查, 润色, 复习"
go through,[],"v.经历, 经受, 仔细检查, 用完, 被通过, 参加, 搜查, 履行"
go to bed,[],v.上床
go to college,[],上大学
go to school,[],v.上学
go to sleep,[],"入睡, 睡着"
go to the cinema,[],去看电影
go up,[],"v.上升, 增长, 被兴建起来"
go\run away,[],走\跑开
goal,[gEul],"n.目的, 目标, 守门员, 球门, (球赛等的)得分"
goat,[gEut],"n.山羊, <俚>色鬼, <美俚>替罪羊"
god,[gCd],"(godded// godding)神化, 把...崇拜为神// 上帝"
gold,[gEuld],"n.黄金, 金币//adj.金的, 金制的"
golden,[5gEuldEn],"adj.金色的, 金黄色的, 贵重的, 极好的, 黄金的"
goldfish,[5gEuldfiF],n.金鱼
good,[gud],"n.好, 好事, 慷慨的行为, 好处, 利益//adj.优良的, 上等的, 虔诚的, 愉快的, 慈善的, 好心的, 有益的"
goodbye,[7gud`bai],int.再见
goods,[gudz],"n.货物, <美俚>工具"
goose,[gu:s],"n.鹅, 雌鹅, 鹅肉, (裁缝用的有长曲柄的)熨斗//vt.突然加大油门, 嘘骂"
govern,[5gQvEn],"v.统治, 支配, 管理"
government,[5gQvEnmEnt],"n.政府, <英>内阁, 政治, 政体"
grade,[greid],"n.等级, 级别//vt.评分, 评级//v.分等级"
gradually,[5grAdjuEli],adv.逐渐地
graduate,[5grAdjueit; -dVueit],"n.(大学)毕业生, 研究生//v.(使)(大学)毕业"
graduation,[7grAdju5eiFEn],"n.毕业, 毕业典礼, 刻度, 分等级"
grain,[grein],"n.谷物, 谷类, 谷粒, 细粒, 颗粒, 粮食"
gram,[grAm],"n.克, [植]鹰嘴豆(用作饲料)燃"
grammar,[5grAmE],"n.文法, 有关原理的书, 入门的书"
grand,[grAnd],"adj.盛大的, 豪华的, 重大的, 主要的, 极重要的"
granddaughter,[5grAndC:tE(r)W5:CW],n.孙女
grandfather,[5grAnd7fB:TE],"n.祖父, 始祖"
grandmother,[5grAnd7mQTE],n.祖母
grandson,[5grAndsQn],n.孙子
grape,[greip],"n.葡萄, 葡萄树"
grass,[grB:s],n.草
gray,[grei],"n.灰色, 暗淡, 灰暗//adj.灰色的, 灰白的, 老的, 老练的, 阴沉的, <美俚>广告商的, 广告业的//v.(使)变灰色"
great,[greit],"adj.伟大的, 大的, 强烈的, 非常的, 主要的, 大写的, 重大的, 崇高的//adv.顺利地, 得意地//n.全部, 大人物, 大师"
greatly,[5greitli],"adv.很, 非常"
greedy,[5gri:di],"adj.贪吃的, 贪婪的, 渴望的"
green,[gri:n],"n.绿色, 绿色颜料, 绿色物品//adj.绿色的, 未成熟的, 新鲜的, 精力旺盛的, 无经验的, 青春的"
greet,[gri:t],"vt.问候, 向...致意, 获悉(消息), 映入眼帘"
greeting,[5gri:tiN],"n.祝贺, 问候"
grey,[grei],"adj.灰色的, 灰白的//n.灰色"
ground,[graund],"n.地面, 土地, 战场, 场所, 范围//adj.土地的, 地面上的//vt.把...放在地上, 使搁浅, 打基础//vi.具有基础, 着陆, 搁浅//vbl.grind的过去式"
ground floor,[],第一层
group,[gru:p],"n.团体, 组, 团, 群, 批, [地]界, [化]基//v.聚合, 成群"
grow,[grEu],"vi.生长, 成长, 渐渐变得, 增长, 增高//vt.种植, 栽培, 培育"
grow up,[],"v.长大, 成人, 崛起"
guard,[gB:d],"n.守卫, 警戒, 护卫队, 防护装置//vt.保卫, 看守, 当心//vi.防止, 警惕, 警卫"
guess,[ges],"vt.猜测, 推测, 猜中, 猜对, 想, 认为//vi.猜, 推测//n.猜测, 推测"
guest,[gest],"n.客人, 来宾, 旅客//vt.招待, 款待//vi.作客, 寄宿"
guide,[gaid],"n.领路人, 导游者, 向导, 引导者, 指南//vt.指导, 支配, 管理, 带领, 操纵//vi.任向导"
guitar,[gi5tB:],"n.吉他, 六弦琴//vi.弹吉他"
gun,[gQn],"n.炮, 枪, <美>手枪, 油门//vi.用枪射击, 用枪打猎, 加大油门快速前进//vt.向...开枪, 开大(引擎、汽车)的油门"
gym,[dVim],"gymnasium 体育//n.体育馆, 体操"
gymnast,[5dVimnAst],n.体操运动员
gymnastics,[dVim5nAstiks],"n.体操, 体育"
habit,[5hAbit],"n.习惯, 习性"
had better,[],adv.最好
hair,[hZE],"n.头发, 毛发, 毛状物, 绒毛, 些微"
haircut,[5heEkQt],"n.理发, 剪发的方式"
half,[hB:f],"n.一半, 半时, (球赛)半场, 半学年//adj.一半的, 不完全的, 半途的//adv.一半地, 部分地, 相当的"
half an hour,[],半；小时
hall,[hC:l],"n.会堂, 礼堂, 大厅, 走廊, 门厅"
ham,[hAm],"n.火腿, 大腿的后部, 大腿及臀部, 笨拙的演员//adj.过火的, 做作的//v.演得过火"
hamburger,[5hAmbE:gE],"n.<美> 碎牛肉, 牛肉饼, 汉堡包"
hammer,[5hAmE],"n.铁锤, 槌, 锤子//v.锤击, 锤打"
hand,[hAnd],"n.手, 掌管, 协助, 支配, 插手, 指针, 雇员, 手艺//vt.支持, 搀扶, 交给"
hand down,[],"v.传下来, 宣布"
hand in,[],v.交上
hand in hand,[],"adv.手拉手, 联合"
hand out,[],"v.把...拿出来, 分发, 施舍"
handbag,[5hAndbAg],n.手提包
handful,[5hAndful],"n.一把, 少数"
handkerchief,[5hANkEtFi:f],n.手帕
handle,[5hAndl],"n.柄, 把手, 把柄, 口实, 手感//vt.触摸, 运用, 买卖, 处理, 操作//vi.搬运, 易于操纵//n.[计]句柄"
handshake,[5hAndFeik],n.握手
handsome,[5hAnsEm],"adj.英俊的, 大方的, 慷慨的, 美观的, 堂皇的"
handstand,[5hAndstAnd],n.手倒立
handtruck,[`hAndtrQk],"n.手推车,手推运货车"
hang,[hAN],"n.悬挂的方式, （动作的）暂停, 中止//vt.悬挂, 附着, 装饰, 绞死, 踌躇, 使悬而未决, 垂下//vi.悬着, 垂下, 被绞死, 悬而不决"
happen,[5hApEn],"vi.发生, 碰巧, 偶然//v.发生, 恰巧, 偶然发现"
happiness,[5hApinis],"n.幸福, 快乐"
happy,[5hApi],"adj.快乐的, 幸福的, 陶醉于...的, 恰当的"
hard,[hB:d],"adj.硬的, 坚固的, (问题, 工作等)困难的, 艰苦的, 猛烈的, 确实的//adv.努力地, 辛苦地, 坚硬地, 牢固地, 接近地, 猛烈地"
hard-seat,[],*硬座
hard-working,[],adj.勤勉的，努力工作的
hardly,[5hB:dli],"adv.刚刚, 几乎不, 仅, 严厉的, 艰辛的"
harvest,[5hB:vist],"n.收获, 收成, 结果, 成果//v.收获, 收割"
hat,[hAt],n.帽子//vt.戴帽子
hate,[heit],"vt.憎恨, 恨, 不愿, 不喜欢//n.憎恶, 憎恨//v.憎恨, 讨厌, 不愿"
have,[hAv],"vt.有, 持有, 拿, 从事(某事)//aux.已经"
have a cold,[],感冒， 受凉， 伤风
have a gift for,[],对...有天赋
have a good time,[],v.过得快乐
have a good trip,[],*旅行愉快
have a headache,[],(患)头痛
have a look,[],看一看
have a match,[],举行\进行一场比赛
have a meeting,[],开会
have a seat,[],*坐下
have a swim,[],游泳
have a talk,[],谈话；做报告
have a test,[],进行测验\考查\试验
have a walk,[],散步
have a word with sb.,[],和某人说句话
have an effect on,[],"对...有影响// 对..起作用, 产生效果"
have breakfast,[],吃早饭
have classes,[],上课
have got to,[],不得不；必须
have lessons,[],上课
have lunch,[],吃午饭
have nothing to do with,[],v.与...无关
have some medicine,[],服点药
have sports,[],进行体育活动
have sth. on,[],穿着；戴着
have supper,[],吃晚饭
have to,[],"[have got to]  不得不, 只好"
have...do with,[],*与…有关
have...on,[],*有事；有约会
he,[hi:; i:; hi; i],"pron.他//n.男, 雄//abbr.[军] High Explosive, 高爆炸药"
head,[hed],"n.头, 头脑, 领袖, (队伍, 名单等)最前的部分, 人, 顶点//vt.作为...的首领, 朝向, 前进, 用头顶//vi.成头状物, 出发//adj.头的, 主要的"
